"0506","They have two (2) children.","彼ら に は 子供 が 二人 います。","かれら に は こども が ふたり います。","karera ni wa kodomo ga futari imasu.","[kɑɾe̞ɾɑ ni ɰɑ ko̞do̞mo̞ ɡɑ ɸɯ̥ tɑɾi imɑsɯ̥ ||","glossika_0506_en_1573475285927.mp3","glossika_0506_ja.mp3",
"0507","She doesn't have a key.","彼女 は 鍵 を 持って いません。","かのじょ は かぎ を もって いません。","kanojo wa kagi o motte imaseɴ.","[kɑno̞ʥo̞ ɰɑ kɑɡʲi o̞ mo̞tˀte̞ imɑse̞ɴ ||","glossika_0507_en_1573475285927.mp3","glossika_0507_ja.mp3",
"0508","He has a new job.","彼 に は 新しい 仕事 が あります。","かれ に は あたらしい しごと が あります。","kare ni wa atarashī shigoto ga arimasu.","[kɑɾe̞ ni ɰɑ ɑtɑɾɑɕiː ɕiɡo̞to̞ ɡɑ ɑɾimɑsɯ̥ ||","glossika_0508_en_1573475285927.mp3","glossika_0508_ja.mp3",
"0509","They don't have much money.","彼ら に は あまり お金 が ありません。","かれら に は あまり おかね が ありません。","karera ni wa amari okane ga arimaseɴ.","[kɑɾe̞ɾɑ ni ɰɑ ɑmɑɾi o̞kɑne̞ ɡɑ ɑɾimɑse̞ɴ ||","glossika_0509_en_1573475285927.mp3","glossika_0509_ja.mp3",
"0510","Do you have an umbrella?","傘 を 持って います か？","かさ を もって います か？","kasa o motte imasu ka?","[kɑsɑ o̞ mo̞tˀte̞ imɑsɯ̥ kɑ ||","glossika_0510_en_1573475285927.mp3","glossika_0510_ja.mp3",
"0511","We have a lot of work to do.","私達 に は たくさん やる べき 仕事 が あります。","わたしたち に は たくさん やる べき しごと が あります。","watashitachi ni wa takusaɴ yaru beki shigoto ga arimasu.","[ɰɑtɑɕi ̥tɑʨi ̥ ni ɰɑ tɑkɯ̥ sɑɰ̃ jɑɾɯ be̞kʲi ̥ ɕiɡo̞to̞ ɡɑ ɑɾimɑsɯ̥ ||","glossika_0511_en_1573475285927.mp3","glossika_0511_ja.mp3",
"0512","I don't have your phone number.","あなた の 電話番号 を 知りません。","あなた の でんわばんごう を しりません。","anata no deɴwabaɴgō o shirimaseɴ.","[ɑnɑtɑ no̞ de̞ɴɰɑbɑŋɡo̞ː o̞ ɕiɾimɑse̞ɴ ||","glossika_0512_en_1573475285927.mp3","glossika_0512_ja.mp3",
"0513","Does your father have a car?","あなた の お父さん は 車 を 持って います か？","あなた の おとうさん は くるま を もって います か？","anata no otōsaɴ wa kuruma o motte imasu ka?","[ɑnɑtɑ no̞ o̞to̞ːsɑɰ̃ ɰɑ kɯɾɯmɑ o̞ mo̞tˀte̞ imɑsɯ̥ kɑ ||","glossika_0513_en_1573475285927.mp3","glossika_0513_ja.mp3",
"0514","How much money do you have with you?","今 お金 を いくら 持って います か？","いま おかね を いくら もって います か？","ima okane o ikura motte imasu ka?","[imɑ o̞kɑne̞ o̞ ikɯɾɑ mo̞tˀte̞ imɑsɯ̥ kɑ ||","glossika_0514_en_1573475285927.mp3","glossika_0514_ja.mp3",
"0515","She doesn't have a car. She goes everywhere by bicycle.","彼女 は 車 を 持って いません。出かける 時 は いつも 自転 車 です。","かのじょ は くるま を もって いません。でかける とき は いつも じてんしゃ です。","kanojo wa kuruma o motte imaseɴ. dekakeru toki wa itsumo jiteɴsha desu.","[kɑno̞ʥo̞ ɰɑ kɯɾɯmɑ o̞ mo̞tˀte̞ imɑse̞ɴ || de̞kɑke̞ɾɯ to̞kʲi ̥ ɰɑ iʦɯmo̞ ʥite̞ɰ̃ɕɑ de̞sɯ̥ ||","glossika_0515_en_1573475285927.mp3","glossika_0515_ja.mp3",
"0516","They like animals. They have three (3) dogs and two (2) cats.","彼ら は 動物 が 好き です。犬 を 三匹 と 猫 を 二匹 飼って います。","かれら は どうぶつ が すき です。いぬ を さんびき と ねこ を にひき かっています。","karera wa dōbutsu ga suki desu. inu o saɴbiki to neko o nihiki katteimasu.","[kɑɾe̞ɾɑ ɰɑ do̞ːbɯʦɯ̥ ɡɑ sɯ̥ kʲi ̥ de̞sɯ̥ || inɯ o̞ sɑmbikʲi ̥ to̞ ne̞ko̞ o̞ niçi ̥kʲi ̥ kɑtˀte̞ːmɑsɯ̥ ||","glossika_0516_en_1573475285927.mp3","glossika_0516_ja.mp3",
"0517","Fahim isn't happy. He's got a lot of problems.","ファヒムさん は 気分 が 悪い です。彼 に は たくさん 悩み が あります。","ファヒムさん は きぶん が わるい です。かれ に は たくさ ん なやみ が あります。","fahimusaɴ wa kibuɴ ga warui desu. kare ni wa takusaɴ nayami ga arimasu.","[ɸɑçimɯsɑɰ̃ ɰɑ kʲibɯŋ ɡɑ ɰɑɾɯi de̞sɯ̥ || kɑɾe̞ ni ɰɑ tɑkɯ̥ sɑn nɑjɑmi ɡɑ ɑɾimɑsɯ̥ ||","glossika_0517_en_1573475285927.mp3","glossika_0517_ja.mp3",
"0518","They don't read much. They don't have many books.","彼ら は あまり 勉強 を して いません。本 が あまり ない から です。","かれら は あまり べんきょう を して いません。ほん が あ まり ない から です。","karera wa amari beɴkyō o shite imaseɴ. hoɴ ga amari nai kara desu.","[kɑɾe̞ɾɑ ɰɑ ɑmɑɾi be̞ŋkʲo̞ː o̞ ɕi ̥te̞ imɑse̞ɴ || ho̞ŋ ɡɑ ɑmɑɾi nɑi kɑɾɑ de̞sɯ̥ ||","glossika_0518_en_1573475285927.mp3","glossika_0518_ja.mp3",
"0519","What's wrong? — I've got something in my eye.","どうしました か？― 目 の 中 に 何 か が 入りました。","どうしました か？― め の なか に なに か が はいりまし た。","dōshimashita ka? — me no naka ni nani ka ga hairimashita.","[do̞ːɕimɑɕi ̥tɑ kɑ || ― me̞ no̞ nɑkɑ ni nɑni kɑ ɡɑ hɑiɾimɑɕi ̥tɑ ||","glossika_0519_en_1573475285927.mp3","glossika_0519_ja.mp3",
"0520","Where's my phone? — I don't know. I don't have it.","私 の 携帯電話 は どこ です か？― さぁ、分かりません。 取って いません よ。","わたし の けいたいでんわ は どこ です か？― さぁ、わか りません。とって いません よ。","watashi no keitaideɴwa wa doko desu ka? — sā, wakarimaseɴ. totte imaseɴ yo.","[ɰɑtɑɕi ̥ no̞ ke̞ːtɑide̞ɴɰɑ ɰɑ do̞ko̞ de̞sɯ̥ kɑ || ― sɑː | ɰɑkɑɾimɑse̞ɴ || to̞tˀte̞ imɑse̞ɰ̃ jo̞ ||","glossika_0520_en_1573475285927.mp3","glossika_0520_ja.mp3",
"0521","She wants to go to the concert, but she doesn't have a ticket.","彼女 は コンサート に 行きたい です が、チケット が あり ません。","かのじょ は コンサート に いきたい です が、チケット が ありません。","kanojo wa koɴsāto ni ikitai desu ga, chiketto ga arimaseɴ.","[kɑno̞ʥo̞ ɰɑ ko̞ɰ̃sɑːto̞ ni ikʲi ̥tɑi de̞sɯ̥ ɡɑ | ʨi ̥ke̞tˀto̞ ɡɑ ɑɾimɑse̞ɴ ||","glossika_0521_en_1573475285927.mp3","glossika_0521_ja.mp3",
"0522","I'm not feeling well. I have a headache.","ちょっと 具合 が 悪い です。頭 が 痛い です。","ちょっと ぐあい が わるい です。あたま が いたい です。","chotto guai ga warui desu. atama ga itai desu.","[ʨo̞tˀto̞ ɡɯɑi ɡɑ ɰɑɾɯi de̞sɯ̥ || ɑtɑmɑ ɡɑ itɑi de̞sɯ̥ ||","glossika_0522_en_1573475285927.mp3","glossika_0522_ja.mp3",
"0523","It's a nice house but it doesn't have a big yard.","この 家 は いい です が、大きい 庭 が ありません。","この いえ は いい です が、おおきい にわ が ありません。","kono ie wa ī desu ga, ōkī niwa ga arimaseɴ.","[ko̞no̞ ie̞ ɰɑ iː de̞sɯ̥ ɡɑ | o̞ːkiː niɰɑ ɡɑ ɑɾimɑse̞ɴ ||","glossika_0523_en_1573475285927.mp3","glossika_0523_ja.mp3",
"0524","Most cars have four (4) wheels.","ほとんどの 車 に は タイヤ が 四つ あります。","ほとんどの くるま に は タイヤ が よっつ あります。","hotoɴdono kuruma ni wa taiya ga yottsu arimasu.","[ho̞to̞ndo̞no̞ kɯɾɯmɑ ni ɰɑ tɑijɑ ɡɑ jo̞tˀʦ ɑɾimɑsɯ̥ ||","glossika_0524_en_1573475285927.mp3","glossika_0524_ja.mp3",
"0525","Everybody likes him. He's got a lot of friends.","みんな は 彼 の こと が 好き です。彼 に は たくさん 友達 が います。","みんな は かれ の こと が すき です。かれ に は たくさん ともだち が います。","miɴna wa kare no koto ga suki desu. kare ni wa takusaɴ tomodachi ga imasu.","[minnɑ ɰɑ kɑɾe̞ no̞ ko̞to̞ ɡɑ sɯ̥ kʲi ̥ de̞sɯ̥ || kɑɾe̞ ni ɰɑ tɑkɯ̥ sɑn to̞mo̞dɑʨi ̥ ɡɑ imɑsɯ̥ ||","glossika_0525_en_1573475285927.mp3","glossika_0525_ja.mp3",
"0526","I can't open the door. I don't have the key.","鍵 を 持って いません から、私 は ドア を 開けられませ ん。","かぎ を もって いません から、わたし は ドア を あけられ ません。","kagi o motte imaseɴ kara, watashi wa doa o akeraremaseɴ.","[kɑɡʲi o̞ mo̞tˀte̞ imɑse̞ŋ kɑɾɑ | ɰɑtɑɕi ̥ ɰɑ do̞ɑ o̞ ɑke̞ɾɑɾe̞mɑse̞ɴ ||","glossika_0526_en_1573475285927.mp3","glossika_0526_ja.mp3",
"0527","An insect has six (6) legs.","昆虫 に は 足 が 六本 あります。","こんちゅう に は あし が ろっぽん あります。","koɴchū ni wa ashi ga roppoɴ arimasu.","[ko̞nʨɯː ni ɰɑ ɑɕi ̥ ɡɑ ɾo̞pˀpo̞ɰ̃ ɑɾimɑsɯ̥ ||","glossika_0527_en_1573475285927.mp3","glossika_0527_ja.mp3",
"0528","Hurry, we don't have much time.","急いで ください、もう あまり 時間 が ありません。","いそいで ください、もう あまり じかん が ありません。","isoide kudasai, mō amari jikaɴ ga arimaseɴ.","[iso̞ide̞ kɯdɑsɑi | mo̞ː ɑmɑɾi ʥikɑŋ ɡɑ ɑɾimɑse̞ɴ ||","glossika_0528_en_1573475285927.mp3","glossika_0528_ja.mp3",
"0529","Now he's at work.","彼 は 今 仕事中 です。","かれ は いま しごとちゅう です。","kare wa ima shigotochū desu.","[kɑɾe̞ ɰɑ imɑ ɕiɡo̞to̞ʨɯː de̞sɯ̥ ||","glossika_0529_en_1573475285927.mp3","glossika_0529_ja.mp3",
"0530","Last night he wasn't at work.","昨晩、彼 は 仕事 を して いません でした。","さくばん、かれ は しごと を して いません でした。","sakubaɴ, kare wa shigoto o shite imaseɴ deshita.","[sɑkɯbɑɴ | kɑɾe̞ ɰɑ ɕiɡo̞to̞ o̞ ɕi ̥te̞ imɑse̞n de̞ɕi ̥tɑ ||","glossika_0530_en_1573475285927.mp3","glossika_0530_ja.mp3",
"0531","He was in bed.","彼 は もう ベッド で 横 に なって います。","かれ は もう ベッド で よこ に なって います。","kare wa mō beddo de yoko ni natte imasu.","[kɑɾe̞ ɰɑ mo̞ː be̞dˀdo̞ de̞ jo̞ko̞ ni nɑtˀte̞ imɑsɯ̥ ||","glossika_0531_en_1573475285927.mp3","glossika_0531_ja.mp3",
"0532","He was asleep.","彼 は もう 寝ました。","かれ は もう ねました。","kare wa mō nemashita.","[kɑɾe̞ ɰɑ mo̞ː ne̞mɑɕi ̥tɑ ||","glossika_0532_en_1573475285927.mp3","glossika_0532_ja.mp3",
"0533","He was in bed, asleep.","彼 は もう 横 に なって 寝て います。","かれ は もう よこ に なって ねて います。","kare wa mō yoko ni natte nete imasu.","[kɑɾe̞ ɰɑ mo̞ː jo̞ko̞ ni nɑtˀte̞ ne̞te̞ imɑsɯ̥ ||","glossika_0533_en_1573475285927.mp3","glossika_0533_ja.mp3",
"0534","I was tired last night.","昨晩、私 は 本当 に 疲れました。","さくばん、わたし は ほんとう に つかれました。","sakubaɴ, watashi wa hoɴtō ni tsukaremashita.","[sɑkɯbɑɴ | ɰɑtɑɕi ̥ ɰɑ ho̞nto̞ː ni ʦɯ̥ kɑɾe̞mɑɕi ̥tɑ ||","glossika_0534_en_1573475285927.mp3","glossika_0534_ja.mp3",
"0535","Where was Fatima yesterday?","ファティマさん は 昨日 どこ に いました か？","ファティマさん は きのう どこ に いました か？","fatimasaɴ wa kinō doko ni imashita ka?","[ɸɑtimɑsɑɰ̃ ɰɑ kʲino̞ː do̞ko̞ ni imɑɕi ̥tɑ kɑ ||","glossika_0535_en_1573475285927.mp3","glossika_0535_ja.mp3",
"0536","The weather was nice last week.","先週 の 天気 は とても よかった です。","せんしゅう の てんき は とても よかった です。","seɴshū no teɴki wa totemo yokatta desu.","[se̞ɰ̃ɕɯː no̞ te̞ŋkʲi ̥ ɰɑ to̞te̞mo̞ jo̞kɑtˀtɑ de̞sɯ̥ ||","glossika_0536_en_1573475285927.mp3","glossika_0536_ja.mp3",
"0537","You were late yesterday.","あなた は 昨日 遅刻 しました。","あなた は きのう ちこく しました。","anata wa kinō chikoku shimashita.","[ɑnɑtɑ ɰɑ kʲino̞ː ʨi ̥ko̞kɯ̥ ɕimɑɕi ̥tɑ ||","glossika_0537_en_1573475285927.mp3","glossika_0537_ja.mp3",
"0538","They weren't here last Sunday.","彼ら は 先週 の 日曜日、ここ に いません でした。","かれら は せんしゅう の にちようび、ここ に いません で した。","karera wa seɴshū no nichiyōbi, koko ni imaseɴ deshita.","[kɑɾe̞ɾɑ ɰɑ se̞ɰ̃ɕɯː no̞ niʨijo̞ːbi | ko̞ko̞ ni imɑse̞n de̞ɕi ̥tɑ ||","glossika_0538_en_1573475285927.mp3","glossika_0538_ja.mp3",
"0539","Last year Rebecca was twenty-two (22), so she is twenty-three (23) now.","去年 レベッカさん は 二十二歳 でした から、今年 は 二十 三歳 です。","きょねん レベッカさん は にじゅうにさい でした から、こ とし は にじゅうさんさい です。","kyoneɴ rebekkasaɴ wa nijūnisai deshita kara, kotoshi wa nijūsaɴsai desu.","[kʲo̞ne̞n ɾe̞be̞kˀkɑsɑɰ̃ ɰɑ niʥɯːnisɑi de̞ɕi ̥tɑ kɑɾɑ | ko̞to̞ɕi ̥ ɰɑ niʥɯːsɑɰ̃ sɑi de̞sɯ̥ ||","glossika_0539_en_1573475285927.mp3","glossika_0539_ja.mp3",
"0540","When I was a child, I was afraid of dogs.","私 は 小さい ころ、犬 が 怖かった です。","わたし は ちいさい ころ、いぬ が こわかった です。","watashi wa chīsai koro, inu ga kowakatta desu.","[ɰɑtɑɕi ̥ ɰɑ ʨiːsɑi ko̞ɾo̞ | inɯ ɡɑ ko̞ɰɑkɑtˀtɑ de̞sɯ̥ ||","glossika_0540_en_1573475285927.mp3","glossika_0540_ja.mp3",
"0541","We were hungry after the trip, but we weren't tired.","旅行 が 終わった 後 は 腹 が 減って いました けど、疲れて いません でした。","りょこう が おわった あと は はら が へって いました け ど、つかれて いません でした。","ryokō ga owatta ato wa hara ga hette imashita kedo, tsukarete imaseɴ deshita.","[ɾʲo̞ko̞ː ɡɑ o̞ɰɑtˀtɑ ɑto̞ ɰɑ hɑɾɑ ɡɑ he̞tˀte̞ imɑɕi ̥tɑ ke̞do̞ | ʦɯ̥ kɑɾe̞te̞ imɑse̞n de̞ɕi ̥tɑ ||","glossika_0541_en_1573475285927.mp3","glossika_0541_ja.mp3",
"0542","The hotel was comfortable, but it wasn't expensive.","旅館 は 快適 で、しかも 高くなかった です。","りょかん は かいてき で、しかも たかくなかった です。","ryokaɴ wa kaiteki de, shikamo takakunakatta desu.","[ɾʲo̞kɑɰ̃ ɰɑ kɑite̞kʲi ̥ de̞ | ɕi ̥kɑmo̞ tɑkɑkɯnɑkɑtˀtɑ de̞sɯ̥ ||","glossika_0542_en_1573475285927.mp3","glossika_0542_ja.mp3",
"0543","Was the weather nice when you were on vacation?","旅行 に 行って いた 時、天気 は 良かった です か？","りょこう に いって いた とき、てんき は よかった です か？","ryokō ni itte ita toki, teɴki wa yokatta desu ka?","[ɾʲo̞ko̞ː ni itˀte̞ itɑ to̞kʲi ̥ | te̞ŋkʲi ̥ ɰɑ jo̞kɑtˀtɑ de̞sɯ̥ kɑ ||","glossika_0543_en_1573475285927.mp3","glossika_0543_ja.mp3",
"0544","Your shoes are nice. Were they expensive?","いい 靴 です ね、高かった です か？","いい くつ です ね、たかかった です か？","ī kutsu desu ne, takakatta desu ka?","[iː kɯ̥ ʦɯ̥ de̞sɯ̥ ne̞ | tɑkɑkɑtˀtɑ de̞sɯ̥ kɑ ||","glossika_0544_en_1573475285927.mp3","glossika_0544_ja.mp3",
"0545","Why were you late this morning?","どうして 朝 遅刻 しました か？","どうして あさ ちこく しました か？","dōshite asa chikoku shimashita ka?","[do̞ːɕi ̥te̞ ɑsɑ ʨi ̥ko̞kɯ̥ ɕimɑɕi ̥tɑ kɑ ||","glossika_0545_en_1573475285927.mp3","glossika_0545_ja.mp3",
"0546","Were you late? — No, I wasn't.","遅刻 しました か？― いいえ、して いません。","ちこく しました か？― いいえ、して いません。","chikoku shimashita ka? — īe, shite imaseɴ.","[ʨi ̥ko̞kɯ̥ ɕimɑɕi ̥tɑ kɑ || ― iːe̞ | ɕi ̥te̞ imɑse̞ɴ ||","glossika_0546_en_1573475285927.mp3","glossika_0546_ja.mp3",
"0547","Was Paul at work yesterday? — Yes, he was.","ポールさん は 昨日 仕事 に 行きました か？― はい、行き ました よ。","ポールさん は きのう しごと に いきました か？― はい、 いきました よ。","pōrusaɴ wa kinō shigoto ni ikimashita ka? — hai, ikimashita yo.","[po̞ːɾɯsɑɰ̃ ɰɑ kʲino̞ː ɕiɡo̞to̞ ni ikʲimɑɕi ̥tɑ kɑ || ― hɑi | ikʲimɑɕi ̥tɑ jo̞ ||","glossika_0547_en_1573475285927.mp3","glossika_0547_ja.mp3",
"0548","Were they at the party? — No, they weren't.","彼ら は パーティー に 行きました か？― いいえ、行きま せん でした よ。","かれら は パーティー に いきました か？― いいえ、いき ません でした よ。","karera wa pātī ni ikimashita ka? — īe, ikimaseɴ deshita yo.","[kɑɾe̞ɾɑ ɰɑ pɑːtiː ni ikʲimɑɕi ̥tɑ kɑ || ― iːe̞ | ikʲimɑse̞n de̞ɕi ̥tɑ jo̞ ||","glossika_0548_en_1573475285927.mp3","glossika_0548_ja.mp3",
"0549","Today the weather's nice, but yesterday it was very cold.","今日 の 天気 は いい です が、昨日 は とても 寒かった で す。","きょう の てんき は いい です が、きのう は とても さむか った です。","kyō no teɴki wa ī desu ga, kinō wa totemo samukatta desu.","[kʲo̞ː no̞ te̞ŋkʲi ̥ ɰɑ iː de̞sɯ̥ ɡɑ | kʲino̞ː ɰɑ to̞te̞mo̞ sɑmɯkɑtˀtɑ de̞sɯ̥ ||","glossika_0549_en_1573475285927.mp3","glossika_0549_ja.mp3",
"0550","I'm hungry. Can I have something to eat?","お腹 空きました。何 か 食べても いい です か？","おなか すきました。なに か たべても いい です か？","onaka sukimashita. nani ka tabetemo ī desu ka?","[o̞nɑkɑ sɯ̥ kʲimɑɕi ̥tɑ || nɑni kɑ tɑbe̞te̞mo̞ iː de̞sɯ̥ kɑ ||","glossika_0550_en_1573475285927.mp3","glossika_0550_ja.mp3",
"0551","I feel fine this morning, but I was very tired last night.","今朝 の 調子 は まだ いい です が、昨夜 は 本当 に 疲れま した。","けさ の ちょうし は まだ いい です が、さくや は ほんとう に つかれました。","kesa no chōshi wa mada ī desu ga, sakuya wa hoɴtō ni tsukaremashita.","[ke̞sɑ no̞ ʨo̞ːɕi ̥ ɰɑ mɑdɑ iː de̞sɯ̥ ɡɑ | sɑkɯjɑ ɰɑ ho̞nto̞ː ni ʦɯ̥ kɑɾe̞mɑɕi ̥tɑ ||","glossika_0551_en_1573475285927.mp3","glossika_0551_ja.mp3",
"0552","Where were you at eleven a.m. (11:00) last Friday morning?","あなた は 先週 の 金曜日 の 朝 １１時 どこ に いました か？","あなた は せんしゅう の きんようび の あさ じゅういちじ どこ に いました か？","anata wa seɴshū no kiɴyōbi no asa jūichiji doko ni imashita ka?","[ɑnɑtɑ ɰɑ se̞ɰ̃ɕɯː no̞ kʲiɲjo̞ːbi no̞ ɑsɑ ʥɯːiʨiʥi do̞ko̞ ni imɑɕi ̥tɑ kɑ ||","glossika_0552_en_1573475285927.mp3","glossika_0552_ja.mp3",
"0553","Don't buy those shoes. They're very expensive.","その 靴 を 買わないで ください、すごく 高い です。","その くつ を かわないで ください、すごく たかい です。","sono kutsu o kawanaide kudasai, sugoku takai desu.","[so̞no̞ kɯ̥ ʦɯ̥ o̞ kɑɰɑnɑide̞ kɯdɑsɑi | sɯɡo̞kɯ̥ tɑkɑi de̞sɯ̥ ||","glossika_0553_en_1573475285927.mp3","glossika_0553_ja.mp3",
"0554","I like your new jacket. Was it expensive?","その 新しい ジャケット いい です ね。高かった です か？","その あたらしい ジャケット いい です ね。たかかった で す か？","sono atarashī jaketto ī desu ne. takakatta desu ka?","[so̞no̞ ɑtɑɾɑɕiː ʥɑke̞tˀto̞ iː de̞sɯ̥ ne̞ || tɑkɑkɑtˀtɑ de̞sɯ̥ kɑ ||","glossika_0554_en_1573475285927.mp3","glossika_0554_ja.mp3",
"0555","This time last year I was in Paris.","私 は 去年 の 今頃、パリ に いました。","わたし は きょねん の いまごろ、パリ に いました。","watashi wa kyoneɴ no imagoro, pari ni imashita.","[ɰɑtɑɕi ̥ ɰɑ kʲo̞ne̞n no̞ imɑɡo̞ɾo̞ | pɑɾi ni imɑɕi ̥tɑ ||","glossika_0555_en_1573475285927.mp3","glossika_0555_ja.mp3",
"0556","Where are the children? — I don't know, they were here a few minutes ago.","子供達 は どこ です か？― 分かりません、何分 か 前 に は ここ に いました けど。","こどもたち は どこ です か？― わかりません、なんふん か まえ に は ここ に いました けど。","kodomotachi wa doko desu ka? — wakarimaseɴ, naɴfuɴ ka mae ni wa koko ni imashita kedo.","[ko̞do̞mo̞tɑʨi ̥ ɰɑ do̞ko̞ de̞sɯ̥ kɑ || ― ɰɑkɑɾimɑse̞ɴ | nɑɰ̃ ɸɯŋ kɑ mɑe̞ ni ɰɑ ko̞ko̞ ni imɑɕi ̥tɑ ke̞do̞ ||","glossika_0556_en_1573475285927.mp3","glossika_0556_ja.mp3",
"0557","We weren't happy with the hotel. Our room was very small, and it wasn't clean.","私達 は この 旅館 に 対して あまり 満足 では ありません。 部屋 が 小さくて、汚かった から です。","わたしたち は この りょかん に たいして あまり まんぞく では ありません。へや が ちいさくて、きたなかった から です。","watashitachi wa kono ryokaɴ ni taishite amari maɴzoku dewa arimaseɴ. heya ga chīsakute, kitanakatta kara desu.","[ɰɑtɑɕi ̥tɑʨi ̥ ɰɑ ko̞no̞ ɾʲo̞kɑn ni tɑiɕi ̥te̞ ɑmɑɾi mɑɰ̃ zo̞kɯ̥ de̞ɰɑ ɑɾimɑse̞ɴ || he̞jɑ ɡɑ ʨiːsɑkɯ̥ te̞ | kʲi ̥tɑnɑkɑtˀtɑ kɑɾɑ de̞sɯ̥ ||","glossika_0557_en_1573475285927.mp3","glossika_0557_ja.mp3",
"0558","Antonio wasn't at work last week because he was sick. He's better now.","アントニオさん は 先週 病気 で 仕事 に 行けません でし た。でも 今 は ずいぶん よくなりました。","アントニオさん は せんしゅう びょうき で しごと に いけ ません でした。でも いま は ずいぶん よくなりました。","aɴtoniosaɴ wa seɴshū byōki de shigoto ni ikemaseɴ deshita. demo ima wa zuibuɴ yokunarimashita.","[ɑnto̞nio̞sɑɰ̃ ɰɑ se̞ɰ̃ɕɯː bʲo̞ːkʲi ̥ de̞ ɕiɡo̞to̞ ni ike̞mɑse̞n de̞ɕi ̥tɑ || de̞mo̞ imɑ ɰɑ zɯibɯɰ̃ jo̞kɯnɑɾimɑɕi ̥tɑ ||","glossika_0558_en_1573475285927.mp3","glossika_0558_ja.mp3",
"0559","Yesterday was a holiday, so the banks were closed. They're open today.","昨日 は 休日 でした から、銀行 は 開いて いません でし た。でも 今日 は 開きます。","きのう は きゅうじつ でした から、ぎんこう は あいて い ません でした。でも きょう は あきます。","kinō wa kyūjitsu deshita kara, giɴkō wa aite imaseɴ deshita. demo kyō wa akimasu.","[kʲino̞ː ɰɑ kʲɯːʥiʦɯ̥ de̞ɕi ̥tɑ kɑɾɑ | ɡʲiŋko̞ː ɰɑ ɑite̞ imɑse̞n de̞ɕi ̥tɑ || de̞mo̞ kʲo̞ː ɰɑ ɑkʲimɑsɯ̥ ||","glossika_0559_en_1573475285927.mp3","glossika_0559_ja.mp3",
"0560","Were Anabel and Richard at the party? — Anabel was there, but Richard wasn't.","アナベルさん と リチャードさん は パーティー に 行きま した か？― アナベルさん は 行きました が リチャードさ ん は 行きません でした。","アナベルさん と リチャードさん は パーティー に いきま した か？― アナベルさん は いきました が リチャードさ ん は いきません でした。","anaberusaɴ to richādosaɴ wa pātī ni ikimashita ka? — anaberusaɴ wa ikimashita ga richādosaɴ wa ikimaseɴ deshita.","[ɑnɑbe̞ɾɯsɑn to̞ ɾiʨɑːdo̞sɑɰ̃ ɰɑ pɑːtiː ni ikʲimɑɕi ̥tɑ kɑ || ― ɑnɑbe̞ɾɯsɑɰ̃ ɰɑ ikʲimɑɕi ̥tɑ ɡɑ ɾiʨɑːdo̞sɑɰ̃ ɰɑ ikʲimɑse̞n de̞ɕi ̥tɑ ||","glossika_0560_en_1573475285927.mp3","glossika_0560_ja.mp3",
"0561","Where are my keys? — I don't know. They were on the table, but they're not there now.","私 の 鍵 は どこ です か？― 分かりません。もともと 机 に ありました が、今 は どこ に も ありません。","わたし の かぎ は どこ です か？― わかりません。もとも と つくえ に ありました が、いま は どこ に も ありませ ん。","watashi no kagi wa doko desu ka? — wakarimaseɴ. motomoto tsukue ni arimashita ga, ima wa doko ni mo arimaseɴ.","[ɰɑtɑɕi ̥ no̞ kɑɡʲi ɰɑ do̞ko̞ de̞sɯ̥ kɑ || ― ɰɑkɑɾimɑse̞ɴ || mo̞to̞mo̞to̞ ʦɯ̥ kɯe̞ ni ɑɾimɑɕi ̥tɑ ɡɑ | imɑ ɰɑ do̞ko̞ ni mo̞ ɑɾimɑse̞ɴ ||","glossika_0561_en_1573475285927.mp3","glossika_0561_ja.mp3",
"0562","You weren't at home last night. Where were you?","あなた は 昨日 家 に いません でしたね。どこ に いました か？","あなた は きのう いえ に いません でしたね。どこ に いま した か？","anata wa kinō ie ni imaseɴ deshitane. doko ni imashita ka?","[ɑnɑtɑ ɰɑ kʲino̞ː ie̞ ni imɑse̞n de̞ɕi ̥tɑne̞ || do̞ko̞ ni imɑɕi ̥tɑ kɑ ||","glossika_0562_en_1573475285927.mp3","glossika_0562_ja.mp3",
"0563","Why were you late this morning? — The traffic was bad.","あなた は どうして 朝 遅刻 しました か？― 交通状況 が 悪 かった から です。","あなた は どうして あさ ちこく しました か？― こうつう じょうきょう が わるかった から です。","anata wa dōshite asa chikoku shimashita ka? — kōtsūjōkyō ga warukatta kara desu.","[ɑnɑtɑ ɰɑ do̞ːɕi ̥te̞ ɑsɑ ʨi ̥ko̞kɯ̥ ɕimɑɕi ̥tɑ kɑ || ― ko̞ːʦɯːʥo̞ːkʲo̞ː ɡɑ ɰɑɾɯkɑtˀtɑ kɑɾɑ de̞sɯ̥ ||","glossika_0563_en_1573475285927.mp3","glossika_0563_ja.mp3",
"0564","Was your exam difficult? — No, it was easy.","試験 は 難しかった です か？― いいえ、簡単 でした よ。","しけん は むずかしかった です か？― いいえ、かんたん でした よ。","shikeɴ wa muzukashikatta desu ka? — īe, kaɴtaɴ deshita yo.","[ɕi ̥ke̞ɰ̃ ɰɑ mɯzɯkɑɕi ̥kɑtˀtɑ de̞sɯ̥ kɑ || ― iːe̞ | kɑntɑn de̞ɕi ̥tɑ jo̞ ||","glossika_0564_en_1573475285927.mp3","glossika_0564_ja.mp3",
